order_id,order_date,ship_date,region,country,customer_segment,product_category,product_subcategory,quantity,unit_price,discount,sales,profit,shipping_cost,order_priority
MRG-2023-10814,2023-06-18,2023-06-22,Europe,Germany,Corporate,Home & Living,Kitchenware,8,368.94,0.3,2066.06,11.37,21.3,Low
MRG-2023-13065,2023-06-18,2023-06-19,North America,United States,Consumer,Electronics,Audio,4,41.44,0.0,165.76,46.7,17.2,Medium
MRG-2023-13566,2023-06-18,2023-06-20,APAC,India,Corporate,Electronics,Audio,6,224.17,0.15,1143.27,13.82,16.85,Medium
MRG-2023-14853,2023-06-18,2023-06-20,APAC,Japan,Consumer,Home & Living,Decor,9,271.79,0.1,2201.5,532.22,54.51,Low
MRG-2023-13861,2023-06-18,2023-06-19,Europe,France,Consumer,Apparel,Accessories,11,64.74,0.15,605.32,40.33,27.9,High
MRG-2023-14745,2023-06-18,2023-06-22,Europe,Spain,Corporate,Electronics,Wearables,4,70.28,0.0,281.12,86.16,22.49,Low
MRG-2023-13958,2023-06-18,2023-06-19,North America,United States,Consumer,Home & Living,Decor,2,292.51,0.05,555.77,33.39,10.14,High
MRG-2023-14156,2023-06-19,2023-06-27,APAC,Japan,Consumer,Apparel,Outerwear,3,78.07,0.1,210.79,50.49,22.77,Medium
MRG-2023-12343,2023-06-19,2023-06-24,APAC,India,Consumer,Home & Living,Decor,6,127.02,0.3,533.48,100.85,27.17,Medium
MRG-2023-14838,2023-06-19,2023-06-25,North America,Canada,Corporate,Home & Living,Decor,8,103.06,0.15,700.81,167.27,37.16,Medium
MRG-2023-12913,2023-06-20,2023-06-24,Europe,Spain,Corporate,Apparel,Outerwear,1,308.05,0.0,308.05,75.6,16.49,High
MRG-2023-11795,2023-06-20,2023-06-21,Europe,Spain,Corporate,Electronics,Wearables,6,18.16,0.1,98.06,7.15,47.29,High
MRG-2023-15710,2023-06-20,2023-06-22,Europe,Spain,Consumer,Apparel,Accessories,4,30.01,0.1,108.04,32.28,28.29,Low
MRG-2023-10860,2023-06-20,2023-06-28,Europe,France,Home Office,Apparel,Outerwear,10,297.74,0.3,2084.18,-57.95,25.48,Medium
MRG-2023-10499,2023-06-20,2023-06-26,North America,United States,Corporate,Electronics,Audio,4,37.9,0.15,128.86,-4.24,39.86,High
MRG-2023-12425,2023-06-20,2023-06-24,North America,Canada,Consumer,Home & Living,Decor,9,288.98,0.15,2210.7,341.05,27.37,Medium
MRG-2023-14093,2023-06-20,2023-06-28,North America,Mexico,Corporate,Home & Living,Furniture,3,116.35,0.0,349.05,87.66,29.83,Medium
MRG-2023-12449,2023-06-21,2023-06-25,Europe,Germany,Consumer,Apparel,Accessories,6,176.66,0.0,1059.96,218.81,20.45,Low
MRG-2023-14870,2023-06-21,2023-06-25,North America,United States,Consumer,Home & Living,Bedding,7,163.27,0.1,1028.6,277.57,40.47,Low
MRG-2023-10373,2023-06-21,2023-06-22,North America,United States,Consumer,Apparel,Outerwear,5,204.62,0.05,971.94,230.06,31.74,High
MRG-2023-13789,2023-06-21,2023-06-25,Europe,United Kingdom,Consumer,Apparel,Footwear,1,123.7,0.05,117.52,8.71,7.18,Low
MRG-2023-10355,2023-06-21,2023-06-29,North America,Canada,Consumer,Home & Living,Bedding,2,86.74,0.0,173.48,19.83,15.55,Medium
MRG-2023-11659,2023-06-21,2023-06-23,North America,Mexico,Corporate,Home & Living,Decor,1,161.94,0.2,129.55,13.91,10.2,Low
MRG-2023-13020,2023-06-21,2023-06-26,Europe,United Kingdom,Consumer,Electronics,Wearables,6,290.44,0.3,1219.85,50.91,43.38,High
MRG-2023-12549,2023-06-22,2023-06-28,APAC,Australia,Consumer,Apparel,Activewear,5,386.04,0.0,1930.2,778.11,25.45,High
MRG-2023-11724,2023-06-22,2023-06-25,North America,Mexico,Home Office,Apparel,Footwear,11,287.22,0.2,2527.54,372.66,75.53,Medium
MRG-2023-10291,2023-06-22,2023-06-26,Europe,Spain,Consumer,Electronics,Wearables,10,153.39,0.0,1533.9,381.12,48.2,Low
MRG-2023-13639,2023-06-22,2023-06-24,APAC,India,Consumer,Apparel,Footwear,6,209.66,0.15,1069.27,23.71,33.98,High
MRG-2023-12628,2023-06-22,2023-06-26,Europe,Spain,Corporate,Apparel,Accessories,7,185.1,0.3,906.99,110.05,18.42,Medium
MRG-2023-11922,2023-06-22,2023-06-30,North America,Canada,Consumer,Apparel,Activewear,9,356.45,0.05,3047.65,920.91,34.27,Low
MRG-2023-13140,2023-06-22,2023-06-28,APAC,Japan,Corporate,Apparel,Accessories,10,301.11,0.0,3011.1,640.44,46.5,Medium
MRG-2023-15418,2023-06-22,2023-06-27,APAC,India,Consumer,Home & Living,Furniture,1,446.26,0.0,446.26,114.39,16.06,Medium
MRG-2023-10340,2023-06-22,2023-06-24,North America,Canada,Consumer,Electronics,Accessories,4,237.27,0.3,664.36,42.62,21.44,Medium
MRG-2023-10125,2023-06-22,2023-06-24,APAC,India,Consumer,Electronics,Audio,11,94.24,0.0,1036.64,283.33,52.62,Low
MRG-2023-11779,2023-06-23,2023-06-28,APAC,Australia,Corporate,Electronics,Wearables,5,319.87,0.0,1599.35,520.37,33.87,Medium
MRG-2023-15183,2023-06-23,2023-06-29,Europe,Spain,Consumer,Apparel,Activewear,11,230.64,0.3,1775.93,-189.07,51.29,High
MRG-2023-12859,2023-06-23,2023-06-26,APAC,India,Corporate,Home & Living,Decor,8,69.98,0.1,503.86,66.35,25.32,Medium
MRG-2023-10492,2023-06-23,2023-06-25,Europe,United Kingdom,Consumer,Electronics,Wearables,2,100.79,0.3,141.11,-21.17,21.91,Medium
MRG-2023-10628,2023-06-23,2023-06-25,North America,Canada,Consumer,Home & Living,Kitchenware,4,92.8,0.2,296.96,15.42,14.55,Low
MRG-2023-11272,2023-06-23,2023-06-29,North America,Mexico,Consumer,Home & Living,Furniture,9,79.84,0.1,646.7,156.37,36.93,High
MRG-2023-13055,2023-06-23,2023-06-26,Europe,Spain,Corporate,Home & Living,Kitchenware,5,336.58,0.2,1346.32,-4.91,37.2,Low
MRG-2023-13835,2023-06-23,2023-06-29,Europe,United Kingdom,Corporate,Apparel,Outerwear,3,338.92,0.0,1016.76,225.21,6.94,Low
MRG-2023-11931,2023-06-24,2023-07-01,Europe,Spain,Consumer,Apparel,Outerwear,2,357.22,0.0,714.44,89.73,17.5,High
MRG-2023-15430,2023-06-24,2023-07-01,North America,Mexico,Corporate,Apparel,Outerwear,9,417.9,0.2,3008.88,280.72,17.94,Medium
MRG-2023-11864,2023-06-24,2023-06-25,North America,Canada,Consumer,Apparel,Footwear,7,19.19,0.0,134.33,44.26,21.73,Low
MRG-2023-13726,2023-06-24,2023-06-28,Europe,United Kingdom,Consumer,Electronics,Wearables,11,331.88,0.3,2555.48,-314.79,26.12,Medium
MRG-2023-14989,2023-06-25,2023-07-03,North America,United States,Consumer,Home & Living,Furniture,6,368.1,0.2,1766.88,-18.38,47.8,Medium
MRG-2023-13447,2023-06-25,2023-07-02,North America,Mexico,Consumer,Apparel,Accessories,9,423.49,0.15,3239.7,492.72,46.82,Critical
MRG-2023-11657,2023-06-25,2023-06-28,Europe,United Kingdom,Consumer,Apparel,Accessories,1,215.31,0.2,172.25,45.68,13.92,Medium
MRG-2023-15967,2023-06-25,2023-06-28,Europe,Germany,Consumer,Apparel,Outerwear,7,220.78,0.0,1545.46,527.78,26.03,Low
MRG-2023-10565,2023-06-25,2023-07-03,North America,United States,Consumer,Home & Living,Kitchenware,6,349.66,0.3,1468.57,-220.29,16.05,Medium
MRG-2023-15798,2023-06-26,2023-07-02,North America,Canada,Consumer,Electronics,Accessories,4,110.29,0.1,397.04,87.0,35.86,High
MRG-2023-11573,2023-06-26,2023-06-29,Europe,Germany,Consumer,Home & Living,Decor,6,109.46,0.0,656.76,172.57,26.12,Medium
MRG-2023-11437,2023-06-27,2023-06-28,North America,Mexico,Consumer,Apparel,Accessories,8,365.45,0.0,2923.6,1127.47,21.22,Medium
MRG-2023-12879,2023-06-27,2023-07-04,North America,United States,Corporate,Electronics,Audio,8,252.71,0.0,2021.68,326.16,24.36,Medium
MRG-2023-10749,2023-06-27,2023-07-02,North America,Mexico,Corporate,Home & Living,Bedding,10,421.75,0.15,3584.88,676.69,53.19,Low
MRG-2023-15510,2023-06-27,2023-07-05,North America,United States,Corporate,Home & Living,Kitchenware,8,219.48,0.0,1755.84,550.65,38.27,Medium
MRG-2023-14958,2023-06-28,2023-07-03,North America,United States,Corporate,Home & Living,Bedding,11,288.57,0.3,2221.99,2.99,44.42,Low
MRG-2023-11822,2023-06-28,2023-06-29,North America,United States,Consumer,Home & Living,Bedding,4,396.89,0.0,1587.56,283.74,17.27,Medium
MRG-2023-10741,2023-06-28,2023-06-30,APAC,Japan,Corporate,Home & Living,Decor,3,338.97,0.15,864.37,23.85,7.61,High
MRG-2023-12574,2023-06-28,2023-06-29,North America,United States,Consumer,Apparel,Accessories,4,8.26,0.0,33.04,4.46,15.02,Medium
MRG-2023-14426,2023-06-28,2023-07-05,North America,Canada,Home Office,Electronics,Smart Home,5,262.66,0.3,919.31,-124.88,12.02,Low
MRG-2023-12240,2023-06-28,2023-07-05,North America,Canada,Consumer,Electronics,Wearables,3,373.19,0.0,1119.57,466.09,26.52,High
MRG-2023-14257,2023-06-28,2023-06-30,North America,Mexico,Consumer,Home & Living,Furniture,2,296.78,0.05,563.88,63.65,18.09,Medium
MRG-2023-14052,2023-06-29,2023-07-06,North America,United States,Home Office,Electronics,Accessories,8,13.75,0.0,110.0,35.31,49.17,High
MRG-2023-12358,2023-06-29,2023-07-06,Europe,Spain,Consumer,Electronics,Smart Home,8,155.31,0.05,1180.36,207.51,28.59,Medium
MRG-2023-11901,2023-06-29,2023-07-05,North America,Mexico,Consumer,Apparel,Accessories,6,142.77,0.2,685.3,25.82,43.35,High
MRG-2023-10274,2023-06-30,2023-07-01,North America,Canada,Consumer,Electronics,Audio,1,33.16,0.2,26.53,-1.36,10.15,Low
MRG-2023-15718,2023-06-30,2023-07-01,North America,United States,Corporate,Apparel,Accessories,6,362.48,0.3,1522.42,-144.62,19.8,High
MRG-2023-13498,2023-07-01,2023-07-08,Europe,Spain,Consumer,Home & Living,Bedding,10,176.7,0.1,1590.3,503.38,74.12,High
MRG-2023-12277,2023-07-01,2023-07-04,Europe,Germany,Home Office,Apparel,Accessories,8,225.78,0.3,1264.37,-189.66,37.08,Medium
MRG-2023-13640,2023-07-01,2023-07-04,North America,Mexico,Consumer,Apparel,Accessories,4,362.9,0.2,1161.28,-1.11,25.1,Low
MRG-2023-11804,2023-07-01,2023-07-06,North America,United States,Corporate,Apparel,Accessories,11,25.2,0.0,277.2,79.33,74.38,Medium
MRG-2023-14690,2023-07-01,2023-07-06,APAC,Japan,Consumer,Electronics,Audio,5,407.52,0.05,1935.72,621.01,25.95,Medium
MRG-2023-15117,2023-07-01,2023-07-09,APAC,Japan,Consumer,Apparel,Accessories,11,102.13,0.15,954.92,65.66,51.15,High
MRG-2023-10967,2023-07-01,2023-07-02,Europe,Germany,Home Office,Electronics,Accessories,2,106.5,0.0,213.0,23.17,10.02,Low
MRG-2023-13648,2023-07-02,2023-07-10,North America,Canada,Home Office,Electronics,Accessories,2,408.05,0.3,571.27,32.32,10.82,Low
MRG-2023-14475,2023-07-02,2023-07-06,APAC,Japan,Corporate,Apparel,Activewear,5,152.47,0.0,762.35,223.44,17.29,Critical
MRG-2023-14021,2023-07-02,2023-07-09,Europe,Spain,Corporate,Electronics,Wearables,6,433.93,0.2,2082.86,248.44,42.47,High
MRG-2023-11862,2023-07-03,2023-07-04,APAC,Singapore,Corporate,Electronics,Smart Home,5,429.35,0.0,2146.75,600.29,32.27,High
MRG-2023-12720,2023-07-03,2023-07-05,Europe,Spain,Consumer,Apparel,Accessories,9,121.72,0.2,876.38,81.58,45.79,High
MRG-2023-15102,2023-07-04,2023-07-06,APAC,India,Consumer,Home & Living,Decor,3,67.48,0.0,202.44,44.43,26.45,Low
MRG-2023-14676,2023-07-05,2023-07-08,North America,Mexico,Consumer,Electronics,Wearables,5,240.29,0.0,1201.45,416.75,13.26,High
MRG-2023-11622,2023-07-05,2023-07-07,APAC,Australia,Corporate,Home & Living,Kitchenware,4,239.99,0.0,959.96,109.13,25.07,Low
MRG-2023-12489,2023-07-05,2023-07-09,Europe,Spain,Home Office,Apparel,Outerwear,4,97.28,0.15,330.75,60.19,30.76,Low
MRG-2023-11108,2023-07-05,2023-07-13,Europe,United Kingdom,Consumer,Electronics,Accessories,4,187.55,0.0,750.2,292.51,20.22,High
MRG-2023-15764,2023-07-05,2023-07-09,North America,United States,Consumer,Electronics,Audio,11,443.06,0.3,3411.56,-506.11,22.16,Medium
MRG-2023-10969,2023-07-06,2023-07-07,North America,Canada,Consumer,Electronics,Smart Home,6,69.58,0.15,354.86,10.85,35.09,Low
MRG-2023-12508,2023-07-06,2023-07-09,North America,United States,Home Office,Electronics,Audio,11,387.94,0.3,2987.14,-448.07,22.56,Medium
MRG-2023-13119,2023-07-06,2023-07-12,North America,Canada,Consumer,Electronics,Smart Home,3,214.44,0.15,546.82,-21.35,30.18,Low
MRG-2023-15112,2023-07-06,2023-07-14,APAC,Singapore,Consumer,Electronics,Audio,5,101.72,0.1,457.74,87.47,14.97,Medium
MRG-2023-14507,2023-07-06,2023-07-10,APAC,Japan,Consumer,Home & Living,Bedding,4,152.51,0.1,549.04,45.1,26.1,Medium
MRG-2023-14907,2023-07-07,2023-07-09,APAC,Australia,Consumer,Home & Living,Kitchenware,4,114.68,0.0,458.72,65.37,23.35,High
MRG-2023-13180,2023-07-07,2023-07-09,North America,Mexico,Consumer,Apparel,Activewear,5,213.95,0.1,962.77,54.55,18.8,Medium
MRG-2023-14132,2023-07-07,2023-07-14,APAC,India,Corporate,Electronics,Audio,11,139.76,0.15,1306.76,66.86,52.16,High
MRG-2023-12478,2023-07-07,2023-07-14,North America,Mexico,Consumer,Apparel,Accessories,9,338.64,0.0,3047.76,823.52,47.5,High
MRG-2023-12191,2023-07-08,2023-07-10,APAC,India,Consumer,Apparel,Accessories,9,284.07,0.15,2173.14,515.63,39.52,High
MRG-2023-12717,2023-07-08,2023-07-14,Europe,France,Consumer,Home & Living,Kitchenware,6,134.57,0.05,767.05,186.55,23.86,Low
MRG-2023-13202,2023-07-08,2023-07-10,North America,United States,Corporate,Electronics,Accessories,11,189.78,0.0,2087.58,292.43,28.19,Low
MRG-2023-11207,2023-07-08,2023-07-11,North America,Canada,Consumer,Home & Living,Kitchenware,7,405.75,0.3,1988.17,267.03,55.87,Medium
MRG-2023-12483,2023-07-08,2023-07-12,North America,Mexico,Home Office,Electronics,Wearables,1,302.75,0.05,287.61,77.81,10.94,High
MRG-2023-13972,2023-07-09,2023-07-11,Europe,Spain,Corporate,Electronics,Smart Home,5,273.27,0.2,1093.08,163.62,22.31,Low
MRG-2023-14834,2023-07-09,2023-07-11,North America,Canada,Consumer,Home & Living,Bedding,3,442.51,0.0,1327.53,160.07,18.25,Low
MRG-2023-10964,2023-07-09,2023-07-17,Europe,France,Consumer,Home & Living,Bedding,3,307.73,0.3,646.23,-96.93,14.03,Medium
MRG-2023-12156,2023-07-09,2023-07-17,Europe,Spain,Corporate,Home & Living,Furniture,1,141.19,0.0,141.19,45.33,14.74,Low
MRG-2023-10994,2023-07-10,2023-07-14,Europe,United Kingdom,Consumer,Apparel,Activewear,4,113.4,0.0,453.6,167.27,14.92,Medium
MRG-2023-11311,2023-07-10,2023-07-11,Europe,Spain,Consumer,Home & Living,Kitchenware,11,344.07,0.0,3784.77,711.86,30.0,Medium
MRG-2023-13849,2023-07-10,2023-07-12,APAC,Australia,Corporate,Electronics,Smart Home,8,197.65,0.15,1344.02,374.31,50.65,Medium
MRG-2023-14927,2023-07-10,2023-07-14,North America,United States,Consumer,Apparel,Activewear,2,243.81,0.05,463.24,100.29,13.38,Medium
MRG-2023-14794,2023-07-10,2023-07-18,APAC,Australia,Home Office,Apparel,Accessories,3,82.33,0.0,246.99,19.77,12.76,Medium
MRG-2023-11728,2023-07-11,2023-07-14,North America,Mexico,Corporate,Apparel,Outerwear,8,71.02,0.1,511.34,24.75,16.18,Critical
MRG-2023-12733,2023-07-11,2023-07-19,North America,Mexico,Consumer,Home & Living,Decor,7,158.23,0.1,996.85,85.41,51.15,Medium
MRG-2023-14977,2023-07-11,2023-07-12,North America,Mexico,Consumer,Apparel,Footwear,11,183.78,0.2,1617.26,251.48,70.36,Medium
MRG-2023-13733,2023-07-11,2023-07-14,North America,Mexico,Consumer,Apparel,Accessories,6,87.1,0.2,418.08,5.7,22.3,Low
MRG-2023-12586,2023-07-11,2023-07-15,Europe,Germany,Corporate,Apparel,Accessories,5,224.5,0.0,1122.5,138.71,45.42,High
MRG-2023-12382,2023-07-11,2023-07-19,North America,Mexico,Home Office,Electronics,Audio,7,443.3,0.1,2792.79,12.37,38.48,Medium
MRG-2023-13780,2023-07-11,2023-07-16,North America,Canada,Consumer,Apparel,Outerwear,7,64.64,0.0,452.48,150.76,48.91,Medium
MRG-2023-14144,2023-07-11,2023-07-16,North America,United States,Consumer,Electronics,Smart Home,2,343.3,0.3,480.62,105.78,11.4,Medium
MRG-2023-10133,2023-07-11,2023-07-16,North America,Canada,Corporate,Apparel,Accessories,5,353.74,0.05,1680.26,471.8,29.44,Low
MRG-2023-15079,2023-07-12,2023-07-16,North America,Canada,Consumer,Electronics,Accessories,2,313.47,0.0,626.94,92.46,8.83,Low
MRG-2023-13126,2023-07-12,2023-07-19,North America,Canada,Home Office,Home & Living,Kitchenware,5,443.59,0.0,2217.95,788.92,26.49,High
MRG-2023-15884,2023-07-12,2023-07-14,North America,United States,Consumer,Electronics,Audio,5,257.81,0.0,1289.05,150.07,32.7,Critical
MRG-2023-13690,2023-07-12,2023-07-13,North America,United States,Home Office,Apparel,Accessories,5,89.18,0.0,445.9,179.78,37.66,High
MRG-2023-13485,2023-07-13,2023-07-18,North America,Mexico,Consumer,Apparel,Footwear,7,133.58,0.0,935.06,119.89,36.66,Low
MRG-2023-14942,2023-07-13,2023-07-20,APAC,India,Consumer,Apparel,Outerwear,7,397.88,0.0,2785.16,622.48,39.29,Low
MRG-2023-15285,2023-07-13,2023-07-16,North America,Mexico,Consumer,Electronics,Wearables,7,62.65,0.0,438.55,55.76,32.09,High
MRG-2023-14718,2023-07-14,2023-07-22,North America,United States,Consumer,Electronics,Audio,6,370.94,0.0,2225.64,631.44,21.88,Medium
MRG-2023-15231,2023-07-14,2023-07-17,APAC,Singapore,Home Office,Apparel,Activewear,2,310.17,0.0,620.34,256.88,11.68,Low
MRG-2023-11531,2023-07-14,2023-07-18,North America,United States,Consumer,Electronics,Smart Home,5,275.52,0.0,1377.6,273.83,35.36,Medium
MRG-2023-14356,2023-07-14,2023-07-22,North America,Canada,Consumer,Apparel,Footwear,9,214.23,0.1,1735.26,182.83,21.07,Low
MRG-2023-13913,2023-07-14,2023-07-17,Europe,United Kingdom,Consumer,Electronics,Audio,2,287.29,0.05,545.85,49.74,16.96,Low
MRG-2023-15643,2023-07-14,2023-07-20,North America,United States,Consumer,Electronics,Accessories,11,230.23,0.0,2532.53,781.75,49.14,Medium
MRG-2023-14124,2023-07-15,2023-07-23,North America,Mexico,Consumer,Apparel,Outerwear,1,138.04,0.0,138.04,26.42,4.39,Medium
MRG-2023-12907,2023-07-15,2023-07-18,North America,United States,Consumer,Home & Living,Kitchenware,8,61.86,0.3,346.42,-14.7,45.61,Medium
MRG-2023-15447,2023-07-15,2023-07-16,APAC,Australia,Consumer,Home & Living,Furniture,11,69.32,0.0,762.52,88.18,41.73,Medium
MRG-2023-14969,2023-07-15,2023-07-23,North America,Canada,Consumer,Electronics,Smart Home,4,316.5,0.2,1012.8,-18.43,27.71,Low
MRG-2023-12796,2023-07-15,2023-07-22,Europe,France,Consumer,Apparel,Outerwear,2,403.93,0.05,767.47,130.65,17.21,Critical
MRG-2023-14408,2023-07-15,2023-07-22,North America,Mexico,Home Office,Home & Living,Decor,11,51.26,0.0,563.86,192.56,63.46,High
MRG-2023-15659,2023-07-15,2023-07-18,North America,United States,Consumer,Apparel,Activewear,1,178.87,0.15,152.04,6.54,19.8,Low
MRG-2023-12610,2023-07-16,2023-07-22,North America,Canada,Consumer,Home & Living,Furniture,8,102.11,0.15,694.35,226.05,63.33,Medium
MRG-2023-15019,2023-07-16,2023-07-23,Europe,France,Corporate,Apparel,Footwear,10,262.78,0.0,2627.8,264.77,13.3,Medium
MRG-2023-12662,2023-07-16,2023-07-19,North America,Canada,Home Office,Home & Living,Furniture,11,89.22,0.15,834.21,24.6,44.46,Low
MRG-2023-11543,2023-07-16,2023-07-22,Europe,France,Consumer,Electronics,Smart Home,4,159.02,0.05,604.28,222.29,24.65,Medium
MRG-2023-15307,2023-07-16,2023-07-17,APAC,Singapore,Corporate,Home & Living,Bedding,2,448.39,0.1,807.1,250.24,9.9,High
MRG-2023-12469,2023-07-16,2023-07-17,Europe,Spain,Home Office,Home & Living,Decor,8,307.06,0.05,2333.66,272.55,37.62,Medium
MRG-2023-12611,2023-07-16,2023-07-23,Europe,Spain,Home Office,Home & Living,Decor,5,225.97,0.15,960.37,-70.52,12.88,Medium
MRG-2023-10732,2023-07-16,2023-07-22,North America,Canada,Corporate,Apparel,Footwear,11,159.47,0.0,1754.17,611.53,78.95,Medium
MRG-2023-15439,2023-07-16,2023-07-21,Europe,Spain,Corporate,Apparel,Outerwear,9,108.97,0.1,882.66,74.22,50.67,Medium
MRG-2023-14820,2023-07-16,2023-07-21,Europe,France,Home Office,Electronics,Smart Home,4,137.7,0.1,495.72,33.66,34.56,Low
MRG-2023-14826,2023-07-17,2023-07-20,Europe,Spain,Consumer,Apparel,Accessories,10,241.25,0.2,1930.0,562.71,44.49,High
MRG-2023-15733,2023-07-17,2023-07-20,Europe,Spain,Consumer,Electronics,Accessories,4,407.69,0.0,1630.76,224.84,31.39,High
MRG-2023-14836,2023-07-17,2023-07-19,Europe,Spain,Consumer,Electronics,Wearables,2,233.01,0.0,466.02,88.94,10.26,Critical
MRG-2023-13113,2023-07-17,2023-07-25,North America,United States,Consumer,Home & Living,Decor,8,78.21,0.3,437.98,-21.94,11.15,Low
MRG-2023-11300,2023-07-17,2023-07-18,Europe,Spain,Consumer,Apparel,Footwear,5,83.18,0.2,332.72,79.34,14.43,Medium
MRG-2023-15641,2023-07-17,2023-07-23,APAC,Australia,Consumer,Electronics,Accessories,9,96.47,0.15,738.0,52.35,67.2,Medium
MRG-2023-12302,2023-07-18,2023-07-21,Europe,Germany,Corporate,Home & Living,Kitchenware,9,409.37,0.1,3315.9,498.82,26.88,High
MRG-2023-12480,2023-07-18,2023-07-19,North America,Mexico,Consumer,Home & Living,Furniture,9,46.43,0.3,292.51,-4.39,60.82,Low
MRG-2023-11013,2023-07-18,2023-07-23,North America,Mexico,Consumer,Home & Living,Bedding,3,155.9,0.1,420.93,102.08,31.44,Low
MRG-2023-12924,2023-07-18,2023-07-26,APAC,Singapore,Consumer,Home & Living,Decor,2,289.73,0.3,405.62,37.0,8.45,High
MRG-2023-13022,2023-07-19,2023-07-22,APAC,Japan,Consumer,Home & Living,Decor,1,219.48,0.0,219.48,66.81,10.08,Low
MRG-2023-15182,2023-07-19,2023-07-24,APAC,India,Consumer,Electronics,Wearables,8,117.52,0.0,940.16,166.8,22.38,Medium
MRG-2023-10743,2023-07-19,2023-07-24,Europe,Spain,Corporate,Electronics,Accessories,4,295.14,0.1,1062.5,267.75,25.15,Medium
MRG-2023-12705,2023-07-19,2023-07-26,North America,Canada,Consumer,Apparel,Outerwear,11,410.02,0.15,3833.69,340.5,18.59,High
MRG-2023-12516,2023-07-20,2023-07-22,Europe,Spain,Corporate,Home & Living,Furniture,8,185.11,0.0,1480.88,146.43,37.73,Low
MRG-2023-14032,2023-07-20,2023-07-22,North America,United States,Home Office,Apparel,Accessories,4,159.64,0.15,542.78,70.44,10.87,Medium
MRG-2023-12390,2023-07-20,2023-07-25,Europe,Spain,Consumer,Apparel,Accessories,9,113.83,0.05,973.25,175.27,31.16,High
MRG-2023-11984,2023-07-21,2023-07-23,North America,United States,Consumer,Electronics,Smart Home,8,207.0,0.0,1656.0,330.75,34.72,Low
MRG-2023-14320,2023-07-21,2023-07-27,Europe,France,Corporate,Home & Living,Bedding,8,230.27,0.0,1842.16,249.05,50.67,Low
MRG-2023-14551,2023-07-21,2023-07-26,North America,United States,Consumer,Electronics,Smart Home,9,284.54,0.15,2176.73,365.1,66.3,Medium
MRG-2023-14236,2023-07-21,2023-07-28,Europe,France,Corporate,Home & Living,Bedding,5,330.44,0.0,1652.2,227.31,16.08,Low
MRG-2023-11440,2023-07-22,2023-07-27,North America,Mexico,Consumer,Home & Living,Furniture,8,78.17,0.0,625.36,241.76,46.86,Critical
MRG-2023-10420,2023-07-22,2023-07-28,North America,Canada,Corporate,Apparel,Accessories,10,40.57,0.05,385.41,35.21,65.62,Low
MRG-2023-12031,2023-07-22,2023-07-26,Europe,Germany,Consumer,Home & Living,Furniture,6,415.85,0.2,1996.08,226.48,45.67,Critical
MRG-2023-11039,2023-07-22,2023-07-26,North America,Mexico,Consumer,Electronics,Accessories,3,299.74,0.2,719.38,157.69,20.2,Critical
MRG-2023-14218,2023-07-22,2023-07-28,North America,Mexico,Corporate,Home & Living,Kitchenware,11,353.26,0.0,3885.86,1457.66,71.41,Medium
MRG-2023-13077,2023-07-22,2023-07-24,North America,Canada,Consumer,Apparel,Accessories,7,383.45,0.0,2684.15,943.47,31.98,Low
MRG-2023-11147,2023-07-22,2023-07-25,APAC,Singapore,Consumer,Apparel,Outerwear,11,376.97,0.2,3317.34,-245.19,62.71,Medium
MRG-2023-15442,2023-07-22,2023-07-24,Europe,United Kingdom,Corporate,Electronics,Smart Home,9,268.82,0.0,2419.38,671.31,45.39,Medium
MRG-2023-13870,2023-07-22,2023-07-29,North America,Canada,Corporate,Apparel,Outerwear,3,118.03,0.0,354.09,59.25,7.27,Medium
MRG-2023-14646,2023-07-22,2023-07-29,Europe,France,Consumer,Home & Living,Bedding,10,287.19,0.2,2297.52,-75.38,23.64,Medium
MRG-2023-12289,2023-07-23,2023-07-24,Europe,United Kingdom,Consumer,Home & Living,Bedding,9,436.14,0.05,3729.0,1243.05,68.0,Medium
MRG-2023-12722,2023-07-23,2023-07-28,APAC,Japan,Corporate,Electronics,Smart Home,3,405.21,0.15,1033.29,250.83,20.8,Low
MRG-2023-10181,2023-07-24,2023-07-30,Europe,Germany,Consumer,Apparel,Accessories,5,324.8,0.0,1624.0,387.51,37.74,Medium
MRG-2023-14587,2023-07-24,2023-07-28,Europe,Germany,Consumer,Home & Living,Furniture,1,223.28,0.15,189.79,11.68,10.91,Critical
MRG-2023-13734,2023-07-24,2023-07-29,North America,United States,Consumer,Apparel,Activewear,7,228.06,0.15,1356.96,323.49,34.41,Low
MRG-2023-13971,2023-07-24,2023-07-25,North America,Mexico,Corporate,Apparel,Accessories,5,318.97,0.0,1594.85,276.22,21.94,Medium
MRG-2023-15720,2023-07-24,2023-08-01,Europe,Spain,Consumer,Apparel,Accessories,11,206.45,0.0,2270.95,565.28,34.56,Low
MRG-2023-14665,2023-07-25,2023-07-27,North America,United States,Corporate,Home & Living,Bedding,11,201.11,0.1,1990.99,576.37,50.17,High
MRG-2023-10290,2023-07-25,2023-07-27,Europe,Germany,Consumer,Home & Living,Bedding,4,371.22,0.0,1484.88,171.05,30.86,Medium
MRG-2023-10146,2023-07-25,2023-07-29,Europe,France,Corporate,Apparel,Activewear,2,113.35,0.0,226.7,57.08,18.33,Low
MRG-2023-11444,2023-07-25,2023-07-26,North America,Mexico,Home Office,Apparel,Outerwear,4,60.43,0.1,217.55,20.53,31.02,Medium
